,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:24:26,65,60,60,1,,,,
11/01/2021 13:57:56,65,60,60,1,,,,
11/01/2021 16:57:16,65,60,60,1,,,,
17/01/2021 01:07:49,65,,,0,,,,
17/01/2021 05:18:28,65,,,0,,,,
17/01/2021 09:05:28,65,,,0,,,,
17/01/2021 10:50:25,65,,,0,,,,
17/01/2021 12:27:15,65,,,0,,,,
17/01/2021 14:07:37,65,,,0,,,,
17/01/2021 15:36:24,65,,,0,,,,
17/01/2021 17:23:04,65,,,0,,,,
17/01/2021 17:55:18,65,,,0,,,,
18/01/2021 14:01:31,64,,,0,,,,
18/01/2021 16:32:41,64,,,0,,,,
18/01/2021 18:16:17,64,,,0,,,,
