,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:27:23,4087,2000,2000,1,,,,
11/01/2021 14:00:51,4055,2000,2000,1,,,,
11/01/2021 17:00:09,4046,10000,10000,4,10000,10000,0,0
17/01/2021 01:11:45,4088,4499,22222,20,7813,7500,16116218,4014
17/01/2021 05:22:24,4090,4000,22222,23,7596,7500,15263145,3906
17/01/2021 09:09:46,4090,4000,22222,23,7335,6500,15517351,3939
17/01/2021 10:54:49,4090,3999,22222,23,7074,5000,15629543,3953
17/01/2021 12:31:15,4090,3999,22222,23,7074,5000,15629543,3953
17/01/2021 14:11:37,4090,3999,22222,23,7074,5000,15629543,3953
17/01/2021 15:40:29,4090,3999,22222,25,7308,6500,14983149,3870
17/01/2021 17:27:19,4090,3999,22222,25,7308,6500,14983149,3870
17/01/2021 17:59:39,4090,3999,22222,25,7308,6500,14983149,3870
18/01/2021 14:05:34,4105,3998,22222,23,7183,5000,15998521,3999
18/01/2021 16:36:30,4105,3998,22222,23,7183,5000,15998521,3999
18/01/2021 18:20:15,4105,3998,22222,23,7183,5000,15998521,3999
