,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:02:42,8383727,10000000,18999999,20,12481034,11689116,7331389248151,2707653
11/01/2021 13:36:40,8426846,10000000,18999999,17,13048249,11999012,9115286617634,3019153
11/01/2021 16:36:00,8443167,10000000,18999999,14,12924461,11499506,9715419643454,3116956
13/01/2021 00:32:41,8578329,8000000,16999999,29,10620391,10300000,3583086864596,1892904
13/01/2021 01:02:03,8578329,8000000,16999999,29,10620391,10300000,3583086864596,1892904
13/01/2021 01:53:46,8582462,8000000,16999999,29,10775563,10599999,3921236706939,1980211
13/01/2021 20:46:49,8580933,8200000,16999999,26,10918128,10600000,5360381002038,2315249
13/01/2021 23:08:16,8580933,8200000,16999999,26,11150607,10738888,5547929907495,2355404
14/01/2021 01:28:28,8580933,8200000,16999999,26,11150607,10738888,5547929907495,2355404
14/01/2021 03:27:13,8580933,8200000,16999999,26,10995051,10600000,5111326552807,2260824
14/01/2021 08:30:59,8580933,8200000,16999999,26,10995051,10600000,5111326552807,2260824
